t,hip_theta_deg,hip_omega_dps,hip_alpha_dps2,hip_torque_nm,knee_theta_deg,knee_omega_dps,knee_alpha_dps2,knee_torque_nm
35.5121,27.1922,-8.4558,-3.8938,-1.7107,-30.4455,4.9326,2.2714,0.6682
35.5321,27.0227,-8.5332,-3.8641,-1.7562,-30.3466,4.9777,2.2541,0.6858
35.5521,26.8508,-8.6104,-3.8339,-1.8022,-30.2463,5.0227,2.2365,0.7037
35.5721,26.6783,-8.6866,-3.8037,-1.8485,-30.1457,5.0672,2.2188,0.7217
35.5922,26.5028,-8.7628,-3.7729,-1.8955,-30.0433,5.1116,2.2008,0.7399
35.6122,26.3266,-8.8380,-3.7420,-1.9427,-29.9405,5.1555,2.1828,0.7582
35.6323,26.1486,-8.9128,-3.7107,-1.9903,-29.8367,5.1991,2.1646,0.7768
35.6522,25.9704,-8.9863,-3.6795,-2.0380,-29.7327,5.2420,2.1463,0.7953
35.6722,25.7901,-9.0595,-3.6478,-2.0862,-29.6276,5.2847,2.1279,0.8140
35.6919,25.6103,-9.1313,-3.6163,-2.1343,-29.5227,5.3266,2.1095,0.8327
35.7119,25.4271,-9.2033,-3.5841,-2.1833,-29.4158,5.3686,2.0907,0.8517
35.7319,25.2426,-9.2745,-3.5518,-2.2325,-29.3082,5.4101,2.0719,0.8708
35.7519,25.0564,-9.3452,-3.5191,-2.2823,-29.1996,5.4514,2.0528,0.8902
35.7718,24.8697,-9.4150,-3.4863,-2.3321,-29.0906,5.4921,2.0337,0.9095
35.7918,24.6807,-9.4843,-3.4532,-2.3826,-28.9804,5.5325,2.0143,0.9291
35.8118,24.4901,-9.5532,-3.4197,-2.4334,-28.8692,5.5727,1.9948,0.9489
35.8319,24.2975,-9.6215,-3.3859,-2.4848,-28.7569,5.6126,1.9751,0.9688
35.8519,24.1044,-9.6889,-3.3521,-2.5363,-28.6443,5.6518,1.9554,0.9888
35.8719,23.9101,-9.7555,-3.3180,-2.5881,-28.5309,5.6907,1.9355,1.0089
35.8919,23.7141,-9.8217,-3.2836,-2.6404,-28.4165,5.7293,1.9154,1.0292
35.9118,23.5178,-9.8867,-3.2491,-2.6927,-28.3020,5.7673,1.8953,1.0496
35.9318,23.3197,-9.9512,-3.2144,-2.7454,-28.1865,5.8049,1.8751,1.0700
35.9518,23.1196,-10.0153,-3.1793,-2.7987,-28.0698,5.8423,1.8546,1.0908
35.9719,22.9184,-10.0786,-3.1440,-2.8522,-27.9524,5.8792,1.8340,1.1116
35.9918,22.7166,-10.1411,-3.1085,-2.9060,-27.8347,5.9156,1.8133,1.1324
36.0118,22.5131,-10.2029,-3.0728,-2.9601,-27.7159,5.9517,1.7925,1.1535
36.0320,22.3066,-10.2645,-3.0366,-3.0150,-27.5955,5.9876,1.7714,1.1748
36.0518,22.1026,-10.3243,-3.0008,-3.0692,-27.4765,6.0225,1.7505,1.1959
36.0718,21.8956,-10.3840,-2.9645,-3.1243,-27.3558,6.0573,1.7293,1.2172
36.0918,21.6871,-10.4430,-2.9279,-3.1797,-27.2341,6.0917,1.7079,1.2388
36.1119,21.4766,-10.5014,-2.8910,-3.2356,-27.1114,6.1258,1.6864,1.2605
36.1319,21.2660,-10.5589,-2.8540,-3.2916,-26.9885,6.1593,1.6648,1.2822
36.1521,21.0530,-10.6159,-2.8167,-3.3481,-26.8643,6.1926,1.6431,1.3042
36.1721,20.8397,-10.6720,-2.7792,-3.4047,-26.7398,6.2253,1.6212,1.3262
36.1921,20.6261,-10.7271,-2.7418,-3.4614,-26.6152,6.2575,1.5994,1.3482
36.2120,20.4118,-10.7814,-2.7041,-3.5183,-26.4902,6.2891,1.5774,1.3703
36.2321,20.1946,-10.8353,-2.6660,-3.5759,-26.3635,6.3206,1.5552,1.3927
36.2521,19.9766,-10.8884,-2.6278,-3.6337,-26.2363,6.3516,1.5329,1.4152
36.2721,19.7594,-10.9404,-2.5897,-3.6913,-26.1096,6.3819,1.5106,1.4376
36.2921,19.5393,-10.9919,-2.5511,-3.7496,-25.9813,6.4120,1.4881,1.4602
36.3121,19.3189,-11.0426,-2.5124,-3.8081,-25.8527,6.4415,1.4656,1.4829
36.3318,19.1010,-11.0917,-2.4742,-3.8658,-25.7256,6.4702,1.4433,1.5054
36.3518,18.8786,-11.1408,-2.4351,-3.9247,-25.5958,6.4988,1.4205,1.5283
36.3721,18.6525,-11.1897,-2.3955,-3.9846,-25.4640,6.5273,1.3974,1.5515
36.3918,18.4316,-11.2365,-2.3567,-4.0431,-25.3351,6.5546,1.3747,1.5743
36.4119,18.2052,-11.2835,-2.3170,-4.1030,-25.2030,6.5820,1.3516,1.5975
36.4318,17.9796,-11.3293,-2.2774,-4.1627,-25.0715,6.6088,1.3285,1.6207
36.4520,17.7502,-11.3749,-2.2372,-4.2234,-24.9376,6.6354,1.3050,1.6443
36.4721,17.5220,-11.4194,-2.1971,-4.2837,-24.8045,6.6613,1.2816,1.6678
36.4921,17.2931,-11.4629,-2.1569,-4.3443,-24.6710,6.6867,1.2582,1.6913
36.5119,17.0656,-11.5052,-2.1170,-4.4044,-24.5383,6.7114,1.2349,1.7147
36.5320,16.8340,-11.5474,-2.0764,-4.4656,-24.4032,6.7360,1.2112,1.7385
36.5521,16.6013,-11.5887,-2.0356,-4.5271,-24.2674,6.7601,1.1874,1.7624
36.5721,16.3693,-11.6290,-1.9949,-4.5884,-24.1321,6.7836,1.1637,1.7862
36.5921,16.1360,-11.6685,-1.9539,-4.6501,-23.9960,6.8067,1.1398,1.8102
36.6119,15.9044,-11.7069,-1.9133,-4.7113,-23.8609,6.8290,1.1161,1.8340
36.6321,15.6681,-11.7450,-1.8718,-4.7736,-23.7231,6.8512,1.0919,1.8582
36.6521,15.4326,-11.7821,-1.8305,-4.8358,-23.5857,6.8729,1.0678,1.8824
36.6721,15.1965,-11.8183,-1.7891,-4.8981,-23.4479,6.8940,1.0436,1.9066
36.6922,14.9586,-11.8538,-1.7473,-4.9609,-23.3092,6.9147,1.0193,1.9310
36.7118,14.7259,-11.8877,-1.7065,-5.0223,-23.1735,6.9345,0.9955,1.9548
36.7318,14.4878,-11.9214,-1.6647,-5.0851,-23.0345,6.9541,0.9711,1.9793
36.7518,14.2493,-11.9542,-1.6229,-5.1480,-22.8954,6.9733,0.9467,2.0037
36.7718,14.0097,-11.9863,-1.5808,-5.2112,-22.7556,6.9920,0.9222,2.0283
36.7919,13.7686,-12.0176,-1.5385,-5.2747,-22.6150,7.0103,0.8975,2.0530
36.8119,13.5277,-12.0480,-1.4963,-5.3382,-22.4745,7.0280,0.8728,2.0777
36.8319,13.2868,-12.0775,-1.4540,-5.4017,-22.3339,7.0452,0.8482,2.1023
36.8518,13.0456,-12.1060,-1.4117,-5.4652,-22.1933,7.0618,0.8235,2.1270
36.8718,12.8029,-12.1339,-1.3691,-5.5292,-22.0517,7.0781,0.7986,2.1519
36.8918,12.5604,-12.1608,-1.3265,-5.5930,-21.9102,7.0938,0.7738,2.1767
36.9118,12.3171,-12.1869,-1.2839,-5.6571,-21.7683,7.1090,0.7489,2.2016
36.9318,12.0725,-12.2122,-1.2409,-5.7215,-21.6256,7.1238,0.7239,2.2266
36.9518,11.8285,-12.2365,-1.1981,-5.7857,-21.4833,7.1380,0.6989,2.2516
36.9718,11.5836,-12.2600,-1.1552,-5.8501,-21.3405,7.1517,0.6738,2.2767
36.9918,11.3383,-12.2827,-1.1121,-5.9147,-21.1973,7.1649,0.6487,2.3018
37.0119,11.0912,-12.3046,-1.0688,-5.9797,-21.0532,7.1777,0.6234,2.3270
37.0318,10.8461,-12.3255,-1.0257,-6.0442,-20.9102,7.1899,0.5984,2.3521
37.0518,10.5993,-12.3455,-0.9825,-6.1090,-20.7663,7.2016,0.5731,2.3773
37.0718,10.3519,-12.3648,-0.9390,-6.1741,-20.6219,7.2128,0.5478,2.4026
37.0919,10.1037,-12.3832,-0.8955,-6.2393,-20.4772,7.2235,0.5224,2.4280
37.1118,9.8563,-12.4006,-0.8521,-6.3043,-20.3329,7.2337,0.4971,2.4532
37.1321,9.6049,-12.4175,-0.8080,-6.3704,-20.1862,7.2435,0.4713,2.4789
37.1518,9.3595,-12.4330,-0.7649,-6.4348,-20.0430,7.2526,0.4462,2.5040
37.1719,9.1098,-12.4479,-0.7211,-6.5004,-19.8974,7.2613,0.4206,2.5295
37.1920,8.8599,-12.4619,-0.6772,-6.5660,-19.7516,7.2695,0.3951,2.5550
37.2121,8.6096,-12.4751,-0.6333,-6.6317,-19.6056,7.2771,0.3694,2.5805
37.2321,8.3589,-12.4874,-0.5894,-6.6975,-19.4594,7.2843,0.3438,2.6061
37.2521,8.1099,-12.4987,-0.5457,-6.7629,-19.3141,7.2909,0.3183,2.6315
37.2721,7.8599,-12.5091,-0.5018,-6.8285,-19.1682,7.2970,0.2927,2.6571
37.2920,7.6102,-12.5187,-0.4580,-6.8940,-19.0226,7.3026,0.2672,2.6825
37.3121,7.3587,-12.5275,-0.4139,-6.9600,-18.8759,7.3077,0.2414,2.7082
37.3320,7.1092,-12.5353,-0.3701,-7.0254,-18.7304,7.3122,0.2159,2.7336
37.3523,6.8548,-12.5423,-0.3254,-7.0921,-18.5820,7.3164,0.1898,2.7595
37.3721,6.6064,-12.5483,-0.2819,-7.1572,-18.4371,7.3199,0.1644,2.7849
37.3922,6.3548,-12.5536,-0.2377,-7.2232,-18.2903,7.3229,0.1387,2.8105
37.4121,6.1038,-12.5579,-0.1937,-7.2889,-18.1439,7.3254,0.1130,2.8361
37.4322,5.8521,-12.5613,-0.1495,-7.3549,-17.9970,7.3274,0.0872,2.8617
37.4519,5.6039,-12.5638,-0.1060,-7.4199,-17.8523,7.3289,0.0618,2.8870
37.4720,5.3519,-12.5655,-0.0618,-7.4859,-17.7053,7.3299,0.0360,2.9127
37.4919,5.1015,-12.5663,-0.0178,-7.5514,-17.5592,7.3303,0.0104,2.9382
37.5120,4.8495,-12.5662,0.0264,-7.6174,-17.4122,7.3303,-0.0154,2.9638
37.5320,4.5980,-12.5652,0.0705,-7.6832,-17.2655,7.3297,-0.0411,2.9894
37.5520,4.3467,-12.5634,0.1146,-7.7490,-17.1189,7.3286,-0.0669,3.0150
37.5721,4.0946,-12.5606,0.1589,-7.8150,-16.9719,7.3270,-0.0927,3.0407
37.5922,3.8412,-12.5570,0.2033,-7.8812,-16.8241,7.3249,-0.1186,3.0664
37.6122,3.5901,-12.5525,0.2474,-7.9469,-16.6776,7.3223,-0.1443,3.0920
37.6322,3.3392,-12.5471,0.2914,-8.0125,-16.5312,7.3191,-0.1700,3.1175
37.6522,3.0891,-12.5409,0.3353,-8.0779,-16.3853,7.3155,-0.1956,3.1429
37.6721,2.8390,-12.5337,0.3792,-8.1433,-16.2394,7.3113,-0.2212,3.1684
37.6921,2.5882,-12.5257,0.4232,-8.2088,-16.0931,7.3067,-0.2468,3.1938
37.7122,2.3374,-12.5168,0.4672,-8.2744,-15.9468,7.3015,-0.2725,3.2193
37.7322,2.0872,-12.5070,0.5111,-8.3398,-15.8009,7.2957,-0.2981,3.2448
37.7521,1.8374,-12.4963,0.5549,-8.4050,-15.6551,7.2895,-0.3237,3.2701
37.7722,1.5865,-12.4848,0.5989,-8.4705,-15.5088,7.2828,-0.3494,3.2956
37.7923,1.3361,-12.4723,0.6429,-8.5359,-15.3627,7.2755,-0.3750,3.3211
37.8122,1.0881,-12.4591,0.6864,-8.6007,-15.2180,7.2678,-0.4004,3.3462
37.8322,0.8387,-12.4449,0.7301,-8.6657,-15.0726,7.2595,-0.4259,3.3716
37.8522,0.5903,-12.4299,0.7737,-8.7306,-14.9277,7.2508,-0.4513,3.3968
37.8722,0.3422,-12.4140,0.8173,-8.7953,-14.7830,7.2415,-0.4767,3.4219
37.8921,0.0948,-12.3973,0.8607,-8.8598,-14.6386,7.2317,-0.5021,3.4471
37.9119,-0.1508,-12.3798,0.9038,-8.9239,-14.4954,7.2215,-0.5272,3.4720
37.9323,-0.4027,-12.3609,0.9480,-8.9896,-14.3484,7.2105,-0.5530,3.4975
37.9522,-0.6480,-12.3417,0.9910,-9.0535,-14.2053,7.1993,-0.5781,3.5224
37.9721,-0.8939,-12.3215,1.0341,-9.1176,-14.0619,7.1875,-0.6032,3.5473
37.9921,-1.1407,-12.3003,1.0774,-9.1819,-13.9179,7.1752,-0.6285,3.5723
38.0121,-1.3860,-12.2784,1.1205,-9.2458,-13.7749,7.1624,-0.6536,3.5972
38.0320,-1.6306,-12.2556,1.1634,-9.3096,-13.6321,7.1491,-0.6787,3.6220
38.0521,-1.8763,-12.2318,1.2065,-9.3736,-13.4888,7.1352,-0.7038,3.6469
38.0722,-2.1218,-12.2071,1.2496,-9.4375,-13.3456,7.1208,-0.7289,3.6718
38.0922,-2.3658,-12.1817,1.2924,-9.5010,-13.2033,7.1060,-0.7539,3.6965
38.1123,-2.6099,-12.1554,1.3352,-9.5645,-13.0609,7.0906,-0.7789,3.7212
38.1322,-2.8521,-12.1283,1.3777,-9.6276,-12.9196,7.0748,-0.8037,3.7457
38.1522,-3.0942,-12.1003,1.4202,-9.6906,-12.7784,7.0585,-0.8285,3.7702
38.1722,-3.3361,-12.0715,1.4626,-9.7535,-12.6373,7.0417,-0.8532,3.7947
38.1922,-3.5770,-12.0418,1.5049,-9.8161,-12.4967,7.0244,-0.8779,3.8191
38.2122,-3.8175,-12.0113,1.5471,-9.8787,-12.3565,7.0066,-0.9025,3.8434
38.2321,-4.0561,-11.9801,1.5890,-9.9407,-12.2173,6.9884,-0.9269,3.8675
38.2523,-4.2980,-11.9476,1.6314,-10.0036,-12.0762,6.9694,-0.9517,3.8920
38.2722,-4.5358,-11.9146,1.6731,-10.0654,-11.9374,6.9502,-0.9760,3.9160
38.2921,-4.7722,-11.8810,1.7146,-10.1268,-11.7996,6.9306,-1.0002,3.9399
38.3119,-5.0073,-11.8466,1.7559,-10.1879,-11.6624,6.9105,-1.0243,3.9637
38.3320,-5.2452,-11.8109,1.7976,-10.2497,-11.5236,6.8897,-1.0486,3.9877
38.3522,-5.4829,-11.7742,1.8393,-10.3114,-11.3850,6.8683,-1.0729,4.0118
38.3722,-5.7187,-11.7369,1.8807,-10.3726,-11.2474,6.8465,-1.0971,4.0356
38.3921,-5.9516,-11.6991,1.9216,-10.4330,-11.1116,6.8245,-1.1209,4.0591
38.4122,-6.1858,-11.6602,1.9627,-10.4938,-10.9749,6.8018,-1.1449,4.0827
38.4321,-6.4179,-11.6206,2.0034,-10.5540,-10.8396,6.7787,-1.1686,4.1062
38.4521,-6.6501,-11.5801,2.0441,-10.6142,-10.7041,6.7551,-1.1924,4.1296
38.4721,-6.8809,-11.5389,2.0846,-10.6741,-10.5695,6.7310,-1.2160,4.1529
38.4921,-7.1115,-11.4968,2.1251,-10.7338,-10.4350,6.7065,-1.2396,4.1761
38.5122,-7.3422,-11.4536,2.1656,-10.7936,-10.3004,6.6813,-1.2632,4.1994
38.5321,-7.5701,-11.4101,2.2055,-10.8527,-10.1675,6.6559,-1.2866,4.2224
38.5521,-7.7973,-11.3657,2.2454,-10.9116,-10.0349,6.6300,-1.3098,4.2453
38.5721,-8.0239,-11.3204,2.2852,-10.9703,-9.9027,6.6036,-1.3330,4.2681
38.5921,-8.2503,-11.2742,2.3249,-11.0289,-9.7707,6.5766,-1.3562,4.2910
38.6119,-8.4726,-11.2279,2.3639,-11.0864,-9.6410,6.5496,-1.3789,4.3133
38.6321,-8.6997,-11.1796,2.4037,-11.1452,-9.5085,6.5214,-1.4022,4.3362
38.6521,-8.9227,-11.1311,2.4429,-11.2029,-9.3784,6.4932,-1.4250,4.3587
38.6721,-9.1443,-11.0820,2.4818,-11.2603,-9.2491,6.4645,-1.4477,4.3810
38.6921,-9.3653,-11.0320,2.5205,-11.3174,-9.1202,6.4353,-1.4703,4.4032
38.7119,-9.5834,-10.9817,2.5588,-11.3738,-8.9930,6.4060,-1.4926,4.4252
38.7319,-9.8025,-10.9301,2.5972,-11.4305,-8.8652,6.3759,-1.5151,4.4472
38.7519,-10.0206,-10.8778,2.6355,-11.4868,-8.7380,6.3454,-1.5374,4.4692
38.7719,-10.2374,-10.8248,2.6736,-11.5428,-8.6115,6.3144,-1.5596,4.4910
38.7919,-10.4532,-10.7710,2.7114,-11.5986,-8.4856,6.2831,-1.5817,4.5127
38.8119,-10.6684,-10.7163,2.7492,-11.6542,-8.3601,6.2512,-1.6037,4.5343
38.8319,-10.8824,-10.6609,2.7867,-11.7094,-8.2353,6.2188,-1.6256,4.5558
38.8519,-11.0951,-10.6047,2.8240,-11.7643,-8.1112,6.1861,-1.6474,4.5772
38.8719,-11.3065,-10.5479,2.8611,-11.8189,-7.9879,6.1529,-1.6690,4.5984
38.8918,-11.5157,-10.4906,2.8978,-11.8728,-7.8658,6.1195,-1.6904,4.6194
38.9118,-11.7252,-10.4323,2.9346,-11.9269,-7.7436,6.0855,-1.7118,4.6405
38.9318,-11.9336,-10.3731,2.9712,-11.9806,-7.6221,6.0510,-1.7332,4.6614
38.9521,-12.1432,-10.3125,3.0079,-12.0346,-7.4998,6.0156,-1.7546,4.6824
38.9722,-12.3492,-10.2519,3.0441,-12.0877,-7.3796,5.9803,-1.7757,4.7031
38.9921,-12.5532,-10.1908,3.0799,-12.1403,-7.2606,5.9446,-1.7966,4.7235
39.0119,-12.7548,-10.1293,3.1152,-12.1922,-7.1430,5.9088,-1.8172,4.7437
39.0321,-12.9583,-10.0662,3.1510,-12.2446,-7.0243,5.8719,-1.8381,4.7641
39.0521,-13.1586,-10.0029,3.1861,-12.2961,-6.9075,5.8350,-1.8586,4.7842
39.0721,-13.3583,-9.9388,3.2211,-12.3475,-6.7910,5.7976,-1.8790,4.8042
39.0920,-13.5560,-9.8741,3.2558,-12.3984,-6.6757,5.7599,-1.8992,4.8240
39.1121,-13.7533,-9.8085,3.2904,-12.4491,-6.5606,5.7216,-1.9194,4.8438
39.1322,-13.9496,-9.7421,3.3249,-12.4996,-6.4461,5.6829,-1.9395,4.8634
39.1521,-14.1426,-9.6757,3.3587,-12.5492,-6.3335,5.6441,-1.9593,4.8827
39.1721,-14.3354,-9.6082,3.3926,-12.5987,-6.2210,5.6048,-1.9790,4.9020
39.1922,-14.5283,-9.5394,3.4264,-12.6483,-6.1085,5.5647,-1.9988,4.9213
39.2120,-14.7167,-9.4712,3.4595,-12.6966,-5.9986,5.5249,-2.0180,4.9401
39.2321,-14.9065,-9.4013,3.4928,-12.7453,-5.8879,5.4841,-2.0375,4.9591
39.2521,-15.0936,-9.3312,3.5256,-12.7933,-5.7788,5.4432,-2.0566,4.9778
39.2722,-15.2803,-9.2601,3.5584,-12.8412,-5.6698,5.4017,-2.0757,4.9964
39.2923,-15.4654,-9.1883,3.5909,-12.8887,-5.5618,5.3599,-2.0947,5.0149
39.3123,-15.6486,-9.1161,3.6230,-12.9356,-5.4550,5.3177,-2.1134,5.0332
39.3321,-15.8290,-9.0438,3.6547,-12.9819,-5.3497,5.2756,-2.1319,5.0512
39.3522,-16.0099,-8.9701,3.6864,-13.0282,-5.2442,5.2326,-2.1504,5.0692
39.3722,-16.1881,-8.8963,3.7177,-13.0738,-5.1403,5.1895,-2.1686,5.0870
39.3921,-16.3650,-8.8217,3.7487,-13.1191,-5.0371,5.1460,-2.1867,5.1046
39.4121,-16.5400,-8.7467,3.7794,-13.1638,-4.9350,5.1023,-2.2046,5.1221
39.4321,-16.7145,-8.6707,3.8100,-13.2085,-4.8332,5.0579,-2.2225,5.1395
39.4518,-16.8844,-8.5954,3.8398,-13.2519,-4.7341,5.0140,-2.2399,5.1564
39.4720,-17.0577,-8.5173,3.8702,-13.2962,-4.6330,4.9684,-2.2576,5.1736
39.4921,-17.2276,-8.4395,3.9001,-13.3396,-4.5339,4.9230,-2.2750,5.1905
39.5120,-17.3951,-8.3614,3.9294,-13.3823,-4.4362,4.8775,-2.2922,5.2072
39.5321,-17.5619,-8.2824,3.9587,-13.4249,-4.3389,4.8314,-2.3092,5.2237
39.5520,-17.7261,-8.2032,3.9875,-13.4668,-4.2431,4.7852,-2.3261,5.2401
39.5721,-17.8903,-8.1228,4.0163,-13.5086,-4.1473,4.7383,-2.3429,5.2564
39.5922,-18.0524,-8.0419,4.0448,-13.5499,-4.0528,4.6911,-2.3594,5.2725
39.6122,-18.2126,-7.9606,4.0729,-13.5908,-3.9593,4.6437,-2.3758,5.2884
39.6323,-18.3717,-7.8785,4.1008,-13.6313,-3.8665,4.5958,-2.3921,5.3041
39.6521,-18.5268,-7.7971,4.1280,-13.6707,-3.7760,4.5483,-2.4080,5.3195
39.6722,-18.6832,-7.7136,4.1554,-13.7105,-3.6848,4.4996,-2.4240,5.3350
39.6923,-18.8370,-7.6300,4.1824,-13.7496,-3.5951,4.4509,-2.4397,5.3502
39.7121,-18.9877,-7.5467,4.2089,-13.7879,-3.5072,4.4022,-2.4552,5.3652
39.7321,-19.1378,-7.4622,4.2352,-13.8260,-3.4196,4.3530,-2.4705,5.3800
39.7522,-19.2865,-7.3771,4.2613,-13.8637,-3.3329,4.3033,-2.4858,5.3947
39.7722,-19.4334,-7.2915,4.2871,-13.9010,-3.2472,4.2534,-2.5008,5.4092
39.7922,-19.5785,-7.2054,4.3125,-13.9378,-3.1625,4.2032,-2.5156,5.4236
39.8122,-19.7220,-7.1188,4.3377,-13.9741,-3.0789,4.1526,-2.5303,5.4377
39.8322,-19.8633,-7.0319,4.3625,-14.0099,-2.9964,4.1019,-2.5448,5.4517
39.8521,-20.0021,-6.9450,4.3869,-14.0451,-2.9154,4.0512,-2.5590,5.4654
39.8722,-20.1408,-6.8566,4.4112,-14.0801,-2.8345,3.9997,-2.5732,5.4790
39.8921,-20.2764,-6.7686,4.4350,-14.1144,-2.7555,3.9483,-2.5871,5.4924
39.9121,-20.4112,-6.6794,4.4586,-14.1485,-2.6768,3.8963,-2.6009,5.5057
39.9321,-20.5438,-6.5901,4.4819,-14.1819,-2.5995,3.8442,-2.6144,5.5187
39.9520,-20.6742,-6.5005,4.5048,-14.2148,-2.5234,3.7920,-2.6278,5.5315
39.9722,-20.8041,-6.4096,4.5276,-14.2476,-2.4476,3.7390,-2.6411,5.5443
39.9920,-20.9304,-6.3196,4.5497,-14.2794,-2.3739,3.6864,-2.6540,5.5567
40.0120,-21.0561,-6.2282,4.5718,-14.3110,-2.3006,3.6331,-2.6669,5.5690
40.0321,-21.1804,-6.1361,4.5936,-14.3422,-2.2281,3.5794,-2.6796,5.5812
40.0519,-21.3009,-6.0450,4.6147,-14.3725,-2.1578,3.5263,-2.6919,5.5930
40.0721,-21.4221,-5.9515,4.6360,-14.4029,-2.0871,3.4717,-2.7043,5.6049
40.0922,-21.5403,-5.8585,4.6568,-14.4326,-2.0182,3.4175,-2.7164,5.6165
40.1121,-21.6565,-5.7652,4.6771,-14.4617,-1.9504,3.3631,-2.7283,5.6278
40.1321,-21.7708,-5.6715,4.6972,-14.4903,-1.8837,3.3084,-2.7400,5.6390
40.1521,-21.8833,-5.5774,4.7169,-14.5185,-1.8181,3.2535,-2.7515,5.6499
40.1722,-21.9941,-5.4826,4.7364,-14.5461,-1.7534,3.1982,-2.7629,5.6607
40.1921,-22.1026,-5.3879,4.7554,-14.5732,-1.6901,3.1429,-2.7740,5.6713
40.2121,-22.2091,-5.2929,4.7741,-14.5998,-1.6281,3.0875,-2.7849,5.6817
40.2322,-22.3146,-5.1966,4.7926,-14.6261,-1.5665,3.0314,-2.7957,5.6919
40.2521,-22.4173,-5.1009,4.8106,-14.6516,-1.5066,2.9755,-2.8062,5.7019
40.2721,-22.5183,-5.0046,4.8283,-14.6767,-1.4477,2.9193,-2.8165,5.7117
40.2920,-22.6170,-4.9083,4.8457,-14.7012,-1.3901,2.8632,-2.8266,5.7212
40.3121,-22.7146,-4.8108,4.8628,-14.7254,-1.3332,2.8063,-2.8366,5.7307
40.3322,-22.8102,-4.7129,4.8796,-14.7491,-1.2774,2.7492,-2.8464,5.7399
40.3521,-22.9032,-4.6155,4.8959,-14.7720,-1.2232,2.6924,-2.8559,5.7489
40.3722,-22.9949,-4.5170,4.9120,-14.7947,-1.1696,2.6349,-2.8653,5.7577
40.3921,-23.0836,-4.4193,4.9275,-14.8165,-1.1179,2.5780,-2.8744,5.7663
40.4123,-23.1719,-4.3197,4.9430,-14.8382,-1.0664,2.5198,-2.8834,5.7747
40.4321,-23.2565,-4.2215,4.9579,-14.8590,-1.0170,2.4626,-2.8921,5.7828
40.4519,-23.3392,-4.1232,4.9724,-14.8793,-0.9688,2.4052,-2.9006,5.7908
40.4719,-23.4206,-4.0236,4.9867,-14.8992,-0.9213,2.3471,-2.9089,5.7985
40.4919,-23.5002,-3.9236,5.0006,-14.9187,-0.8749,2.2888,-2.9170,5.8061
40.5119,-23.5777,-3.8235,5.0142,-14.9375,-0.8297,2.2304,-2.9250,5.8135
40.5319,-23.6530,-3.7233,5.0274,-14.9559,-0.7858,2.1719,-2.9327,5.8207
40.5519,-23.7265,-3.6225,5.0403,-14.9737,-0.7429,2.1131,-2.9402,5.8276
40.5719,-23.7980,-3.5215,5.0529,-14.9910,-0.7012,2.0542,-2.9475,5.8344
40.5919,-23.8674,-3.4203,5.0651,-15.0078,-0.6607,1.9952,-2.9546,5.8410
40.6119,-23.9347,-3.3191,5.0769,-15.0240,-0.6215,1.9361,-2.9615,5.8473
40.6319,-24.0000,-3.2174,5.0883,-15.0397,-0.5833,1.8768,-2.9682,5.8534
40.6519,-24.0633,-3.1156,5.0994,-15.0548,-0.5464,1.8174,-2.9747,5.8594
40.6720,-24.1250,-3.0128,5.1103,-15.0695,-0.5104,1.7575,-2.9810,5.8651
40.6919,-24.1839,-2.9112,5.1206,-15.0835,-0.4761,1.6982,-2.9870,5.8706
40.7120,-24.2415,-2.8079,5.1307,-15.0972,-0.4425,1.6379,-2.9929,5.8759
40.7319,-24.2964,-2.7056,5.1403,-15.1101,-0.4104,1.5783,-2.9985,5.8810
40.7519,-24.3493,-2.6030,5.1496,-15.1225,-0.3796,1.5184,-3.0039,5.8859
40.7719,-24.4003,-2.5000,5.1586,-15.1344,-0.3498,1.4583,-3.0092,5.8905
40.7919,-24.4493,-2.3967,5.1672,-15.1458,-0.3212,1.3981,-3.0142,5.8950
40.8119,-24.4963,-2.2930,5.1754,-15.1567,-0.2938,1.3376,-3.0190,5.8993
40.8322,-24.5418,-2.1879,5.1834,-15.1671,-0.2673,1.2762,-3.0236,5.9034
40.8521,-24.5842,-2.0850,5.1908,-15.1768,-0.2426,1.2163,-3.0280,5.9071
40.8721,-24.6250,-1.9808,5.1980,-15.1860,-0.2188,1.1555,-3.0322,5.9108
40.8921,-24.6636,-1.8767,5.2048,-15.1947,-0.1962,1.0947,-3.0361,5.9142
40.9120,-24.6999,-1.7730,5.2111,-15.2027,-0.1751,1.0343,-3.0398,5.9173
40.9319,-24.7341,-1.6694,5.2171,-15.2102,-0.1551,0.9738,-3.0433,5.9203
40.9519,-24.7665,-1.5648,5.2228,-15.2173,-0.1362,0.9128,-3.0466,5.9231
40.9719,-24.7967,-1.4604,5.2281,-15.2237,-0.1186,0.8519,-3.0497,5.9256
40.9919,-24.8249,-1.3558,5.2331,-15.2296,-0.1022,0.7909,-3.0526,5.9279
41.0119,-24.8509,-1.2512,5.2376,-15.2350,-0.0870,0.7299,-3.0553,5.9301
41.0319,-24.8749,-1.1465,5.2418,-15.2398,-0.0730,0.6688,-3.0577,5.9320
41.0520,-24.8969,-1.0411,5.2457,-15.2441,-0.0602,0.6073,-3.0600,5.9337
41.0720,-24.9166,-0.9362,5.2492,-15.2478,-0.0486,0.5461,-3.0620,5.9351
41.0919,-24.9343,-0.8315,5.2523,-15.2509,-0.0384,0.4850,-3.0638,5.9364
